MAE
64583.84712170714
CA3,CA5
0.5574144486692015,0.7460076045627376
ID,age,age_p,error
776,20,[20.945633],[0.94563293]
777,19,[19.3598],[0.35980034]
778,15,[23.677841],[8.677841]
779,18,[17.796873],[0.2031269]
780,17,[15.183697],[1.8163033]
781,16,[22.158758],[6.158758]
782,20,[20.387056],[0.38705635]
783,20,[29.32348],[9.323481]
784,20,[18.403242],[1.5967579]
785,17,[16.665068],[0.33493233]
786,17,[12.693086],[4.3069143]
787,19,[31.995108],[12.995108]
788,18,[19.579294],[1.5792942]
789,18,[17.696117],[0.3038826]
790,16,[17.670372],[1.670372]
791,17,[21.940094],[4.940094]
792,13,[18.780764],[5.7807636]
793,20,[21.265087],[1.2650871]
794,19,[14.283069],[4.7169313]
795,14,[9.0237875],[4.9762125]
796,18,[17.955723],[0.04427719]
797,18,[18.994766],[0.99476624]
798,20,[18.818323],[1.1816769]
799,18,[22.595644],[4.595644]
800,20,[20.231174],[0.23117447]
801,16,[14.825906],[1.1740942]
802,21,[22.238018],[1.238018]
803,17,[15.144775],[1.8552246]
804,20,[22.645037],[2.6450367]
805,18,[16.376932],[1.6230679]
806,18,[16.075317],[1.9246826]
807,20,[19.343746],[0.6562538]
808,20,[24.831486],[4.8314857]
809,18,[22.739584],[4.739584]
810,17,[20.777748],[3.777748]
811,20,[18.13094],[1.8690605]
812,16,[16.75112],[0.7511196]
813,20,[25.737572],[5.7375717]
814,21,[12.614193],[8.385807]
815,17,[13.634562],[3.3654385]
816,13,[5.56242],[7.43758]
817,21,[22.45647],[1.4564705]
818,13,[25.903744],[12.903744]
819,17,[23.920452],[6.920452]
820,17,[16.83664],[0.1633606]
821,17,[22.668468],[5.6684685]
822,13,[15.174165],[2.1741648]
823,17,[16.596592],[0.40340805]
824,17,[21.17882],[4.1788197]
825,21,[21.430622],[0.4306221]
826,17,[21.831507],[4.8315067]
827,17,[18.682644],[1.6826439]
828,21,[20.756783],[0.24321747]
829,21,[16.51922],[4.4807796]
830,17,[17.531443],[0.53144264]
831,21,[19.91731],[1.0826893]
832,17,[17.991503],[0.99150276]
833,17,[21.33816],[4.3381596]
834,17,[17.00587],[0.00587082]
835,21,[17.093414],[3.9065857]
836,17,[17.098387],[0.09838676]
837,18,[3.6362011],[14.363799]
838,18,[21.114939],[3.1149387]
839,21,[19.980196],[1.019804]
840,18,[9.03684],[8.96316]
841,22,[30.497793],[8.497793]
842,22,[21.928106],[0.07189369]
843,22,[17.833591],[4.1664085]
844,14,[19.833511],[5.8335114]
845,18,[27.513649],[9.513649]
846,18,[23.346071],[5.3460712]
847,18,[17.40046],[0.5995407]
848,14,[18.649057],[4.6490574]
849,18,[21.109356],[3.109356]
850,18,[17.542923],[0.45707703]
851,22,[21.049038],[0.95096207]
852,18,[20.456081],[2.4560814]
853,18,[24.208565],[6.2085648]
854,18,[19.328915],[1.3289146]
855,22,[20.30154],[1.6984596]
856,18,[25.231585],[7.2315845]
857,18,[17.883577],[0.11642265]
858,19,[28.063528],[9.063528]
859,21,[17.936722],[3.0632782]
860,22,[28.142212],[6.142212]
861,21,[18.938574],[2.0614262]
862,18,[19.332043],[1.3320427]
863,22,[27.218927],[5.2189274]
864,18,[21.138823],[3.1388226]
865,17,[18.06142],[1.0614204]
866,18,[17.716963],[0.2830372]
867,19,[18.189869],[0.8101311]
868,14,[20.4954],[6.4953995]
869,14,[23.38043],[9.38043]
870,19,[22.492601],[3.4926014]
871,22,[25.091791],[3.0917912]
872,18,[19.726954],[1.7269535]
873,18,[11.845735],[6.1542654]
874,22,[18.233711],[3.7662888]
875,22,[20.124022],[1.8759785]
876,19,[24.67014],[5.6701393]
877,18,[19.277075],[1.2770748]
878,18,[18.830313],[0.8303127]
879,14,[12.888053],[1.1119471]
880,14,[20.810389],[6.8103886]
881,18,[29.64039],[11.64039]
882,18,[19.96708],[1.9670792]
883,18,[18.905554],[0.9055538]
884,14,[18.836637],[4.8366375]
885,18,[21.657583],[3.6575832]
886,22,[23.80264],[1.8026409]
887,22,[26.094122],[4.094122]
888,14,[21.511847],[7.5118465]
889,18,[21.06986],[3.0698605]
890,15,[22.414532],[7.4145317]
891,21,[26.62345],[5.6234493]
892,20,[23.247725],[3.2477245]
893,21,[29.23694],[8.23694]
894,18,[20.0102],[2.0102005]
895,18,[22.929234],[4.9292336]
896,16,[12.075066],[3.9249344]
897,18,[20.686659],[2.6866589]
898,16,[20.021614],[4.021614]
899,14,[21.90112],[7.901119]
900,21,[18.510517],[2.4894829]
901,14,[21.965525],[7.9655247]
902,17,[18.575348],[1.5753479]
903,18,[22.224144],[4.224144]
904,16,[19.05904],[3.05904]
905,15,[19.703472],[4.703472]
906,16,[18.119312],[2.1193123]
907,15,[25.724129],[10.724129]
908,18,[20.298223],[2.2982235]
909,19,[20.161894],[1.1618938]
910,20,[14.6377125],[5.3622875]
911,16,[17.696503],[1.6965027]
912,16,[19.869228],[3.8692284]
913,14,[26.69892],[12.698919]
914,21,[21.154753],[0.15475273]
915,19,[18.4745],[0.52549934]
916,18,[20.850357],[2.850357]
917,19,[26.166317],[7.166317]
918,18,[20.510185],[2.5101852]
919,14,[14.655975],[0.65597534]
920,21,[27.451056],[6.4510555]
921,16,[16.580296],[0.58029556]
922,19,[23.346624],[4.3466244]
923,18,[23.466087],[5.4660873]
924,1,[3.4865806],[2.4865806]
925,1,[9.503841],[8.503841]
926,1,[3.2804143],[2.2804143]
927,1,[3.3672304],[2.3672304]
928,1,[3.3723445],[2.3723445]
929,2,[3.5664384],[1.5664384]
930,1,[3.1856065],[2.1856065]
931,1,[3.1319265],[2.1319265]
932,1,[3.1875396],[2.1875396]
933,1,[3.17764],[2.17764]
934,1,[3.2880974],[2.2880974]
935,1,[3.17834],[2.17834]
936,1,[3.1100957],[2.1100957]
937,1,[3.2048445],[2.2048445]
938,1,[3.105921],[2.105921]
939,1,[3.1389296],[2.1389296]
940,1,[3.2704282],[2.2704282]
941,1,[3.114975],[2.114975]
942,1,[3.2585735],[2.2585735]
943,1,[3.1835077],[2.1835077]
944,1,[3.7282724],[2.7282724]
945,1,[5.501566],[4.501566]
946,2,[3.25487],[1.2548699]
947,1,[3.3266478],[2.3266478]
948,1,[3.167726],[2.167726]
949,1,[3.162304],[2.162304]
950,1,[3.1344802],[2.1344802]
951,1,[3.1487594],[2.1487594]
952,1,[3.1039717],[2.1039717]
953,1,[3.1621406],[2.1621406]
954,1,[8.2763],[7.2763004]
955,1,[3.1088443],[2.1088443]
956,1,[3.343637],[2.343637]
957,1,[3.3590126],[2.3590126]
958,1,[3.151715],[2.151715]
959,1,[3.1485407],[2.1485407]
960,1,[3.7030296],[2.7030296]
961,1,[3.2619495],[2.2619495]
962,4,[3.4762666],[0.5237334]
963,1,[3.475402],[2.475402]
964,1,[6.924973],[5.924973]
965,1,[3.1554012],[2.1554012]
966,1,[3.1264486],[2.1264486]
967,1,[3.1675358],[2.1675358]
968,1,[3.1045237],[2.1045237]
969,1,[3.172187],[2.172187]
970,1,[3.1106756],[2.1106756]
971,1,[4.9572906],[3.9572906]
972,2,[3.1228],[1.1228001]
973,1,[3.0851562],[2.0851562]
974,2,[3.1545804],[1.1545804]
975,2,[3.1753256],[1.1753256]
976,2,[5.0595064],[3.0595064]
977,1,[3.2913325],[2.2913325]
978,1,[3.2469296],[2.2469296]
979,1,[3.19781],[2.19781]
980,1,[3.1707637],[2.1707637]
981,1,[3.1726017],[2.1726017]
982,1,[12.970222],[11.970222]
983,2,[3.3452241],[1.3452241]
984,2,[3.160201],[1.1602011]
985,3,[3.2400534],[0.24005342]
986,1,[3.1186645],[2.1186645]
987,1,[3.1572332],[2.1572332]
988,1,[4.0706315],[3.0706315]
989,4,[3.1832623],[0.81673765]
990,1,[3.1288857],[2.1288857]
991,3,[3.168745],[0.16874504]
992,2,[3.156115],[1.156115]
993,1,[3.2863863],[2.2863863]
994,2,[3.1564226],[1.1564226]
995,3,[3.3418458],[0.34184575]
996,1,[3.246773],[2.246773]
997,3,[3.518927],[0.5189271]
998,4,[3.24142],[0.75857997]
999,4,[3.7289336],[0.27106643]
1000,3,[8.2343235],[5.2343235]
1001,1,[3.2522452],[2.2522452]
1002,2,[3.1166658],[1.1166658]
1003,1,[3.200237],[2.200237]
1004,2,[3.16824],[1.1682401]
1005,1,[3.2373698],[2.2373698]
1006,1,[3.343216],[2.343216]
1007,2,[3.1444592],[1.1444592]
1008,1,[3.1308184],[2.1308184]
1009,1,[3.1451716],[2.1451716]
1010,3,[3.0975192],[0.09751916]
1011,2,[3.216838],[1.2168379]
1012,2,[3.4234266],[1.4234266]
1013,1,[3.2994807],[2.2994807]
1014,2,[3.1136875],[1.1136875]
1015,3,[4.0062046],[1.0062046]
1016,1,[3.1745574],[2.1745574]
1017,2,[4.8435364],[2.8435364]
1018,3,[3.369738],[0.3697381]
1019,1,[3.2178898],[2.2178898]
1020,4,[3.535927],[0.46407294]
1021,1,[3.1844501],[2.1844501]
1022,2,[3.1703649],[1.1703649]
1023,2,[3.5916],[1.5916]
1024,2,[3.184064],[1.1840639]
1025,1,[3.145949],[2.145949]
1026,3,[3.140741],[0.14074111]
1027,1,[5.4480705],[4.4480705]
1028,4,[3.1100142],[0.8899858]
1029,1,[3.1867905],[2.1867905]
1030,3,[3.3179615],[0.31796145]
1031,3,[4.0305815],[1.0305815]
1032,2,[3.152249],[1.1522491]
1033,3,[3.245735],[0.24573493]
1034,1,[3.1323922],[2.1323922]
1035,1,[3.257076],[2.257076]
1036,4,[3.419042],[0.5809579]
1037,1,[3.1874468],[2.1874468]
1038,1,[3.242365],[2.242365]
1039,2,[3.2233136],[1.2233136]
1040,3,[3.4697335],[0.46973348]
1041,1,[3.1611717],[2.1611717]
1042,1,[3.1992183],[2.1992183]
1043,1,[3.2667491],[2.2667491]
1044,1,[3.0997858],[2.0997858]
1045,1,[3.1374273],[2.1374273]
1046,1,[3.1908665],[2.1908665]
1047,1,[3.5413609],[2.5413609]
1048,1,[3.2988892],[2.2988892]
1049,1,[3.3513594],[2.3513594]
1050,4,[3.2285936],[0.7714064]
1051,1,[3.14452],[2.14452]
1052,4,[3.1431596],[0.8568404]
1053,4,[3.118294],[0.881706]
1054,1,[3.129295],[2.129295]
1055,1,[3.224228],[2.224228]
1056,1,[3.3095036],[2.3095036]
1057,1,[3.4266508],[2.4266508]
1058,2,[3.1898842],[1.1898842]
1059,1,[3.1104448],[2.1104448]
1060,1,[3.1804469],[2.1804469]
1061,1,[3.1222541],[2.1222541]
1062,19,[15.5388975],[3.4611025]
1063,20,[22.179237],[2.1792374]
1064,22,[10.450364],[11.549636]
1065,20,[24.448717],[4.448717]
1066,15,[21.61987],[6.619869]
1067,19,[22.094051],[3.0940514]
1068,22,[23.102507],[1.1025066]
1069,21,[16.882895],[4.1171055]
1070,20,[11.877104],[8.122896]
1071,21,[21.70795],[0.7079506]
1072,21,[19.746094],[1.2539062]
1073,20,[27.215137],[7.2151375]
1074,15,[19.368698],[4.368698]
1075,20,[15.104443],[4.8955574]
1076,18,[18.460894],[0.46089363]
1077,17,[28.234188],[11.234188]
1078,17,[23.175749],[6.175749]
1079,21,[23.632223],[2.6322231]
1080,17,[21.544107],[4.5441074]
1081,21,[21.345716],[0.34571648]
1082,19,[21.00892],[2.0089207]
1083,20,[24.450518],[4.4505177]
1084,20,[17.164766],[2.8352337]
1085,20,[20.342718],[0.34271812]
1086,18,[26.552658],[8.552658]
1087,19,[16.355978],[2.644022]
1088,20,[23.612938],[3.612938]
1089,22,[29.040314],[7.0403137]
1090,22,[18.119604],[3.880396]
1091,19,[19.09084],[0.09083939]
1092,17,[22.638317],[5.638317]
1093,17,[20.47369],[3.47369]
1094,22,[17.25998],[4.7400208]
1095,19,[27.488934],[8.488934]
1096,20,[17.529873],[2.470127]
1097,22,[19.082392],[2.9176083]
1098,15,[17.037642],[2.0376415]
1099,17,[17.252693],[0.25269318]
1100,21,[18.985304],[2.0146961]
1101,19,[18.181696],[0.81830406]
1102,20,[20.975687],[0.975687]
1103,21,[20.806454],[0.1935463]
1104,19,[21.115637],[2.1156368]
1105,20,[16.556429],[3.443571]
1106,21,[24.6815],[3.6814995]
1107,17,[19.565466],[2.565466]
1108,22,[22.562656],[0.5626564]
1109,19,[14.324776],[4.6752243]
1110,17,[19.441229],[2.4412289]
1111,17,[15.953923],[1.0460768]
1112,21,[18.581043],[2.4189568]
1113,21,[20.350315],[0.6496849]
1114,15,[21.280254],[6.2802544]
1115,22,[20.400244],[1.5997562]
1116,22,[24.347878],[2.3478775]
1117,17,[18.835133],[1.8351326]
1118,19,[18.142487],[0.8575134]
1119,20,[22.261845],[2.2618446]
1120,15,[17.542467],[2.542467]
1121,22,[20.517443],[1.4825573]
1122,21,[24.415785],[3.4157848]
1123,16,[24.784279],[8.784279]
1124,17,[20.312834],[3.3128338]
1125,21,[19.750315],[1.2496853]
1126,21,[9.809784],[11.190216]
1127,22,[21.721622],[0.27837753]
1128,23,[26.150856],[3.150856]
1129,20,[22.160328],[2.160328]
1130,21,[24.41674],[3.4167404]
1131,23,[20.961937],[2.038063]
1132,17,[21.104795],[4.1047955]
1133,16,[17.920982],[1.9209824]
1134,22,[20.532383],[1.467617]
1135,17,[23.077417],[6.0774174]
1136,22,[29.443123],[7.443123]
1137,20,[22.415312],[2.4153118]
1138,16,[21.254673],[5.254673]
1139,23,[24.477194],[1.4771938]
1140,18,[19.710312],[1.7103119]
1141,20,[22.46466],[2.4646606]
1142,19,[17.877821],[1.122179]
1143,23,[19.064692],[3.9353085]
1144,19,[16.402872],[2.597128]
1145,23,[24.459423],[1.4594231]
1146,23,[22.913269],[0.08673096]
1147,23,[22.858559],[0.14144135]
1148,16,[18.32716],[2.32716]
1149,21,[22.379898],[1.3798981]
1150,20,[21.698614],[1.6986141]
1151,16,[27.614965],[11.614965]
1152,23,[19.947142],[3.0528584]
1153,21,[21.494366],[0.4943657]
1154,22,[24.766823],[2.7668228]
1155,23,[22.835901],[0.16409874]
1156,20,[21.864424],[1.8644238]
1157,20,[19.164333],[0.83566666]
1158,21,[24.995787],[3.9957867]
1159,21,[16.455194],[4.5448055]
1160,20,[15.144408],[4.855592]
1161,16,[19.912716],[3.912716]
1162,21,[18.70637],[2.2936306]
1163,23,[20.65193],[2.3480701]
1164,20,[23.410255],[3.4102554]
1165,23,[27.91116],[4.9111595]
1166,21,[15.034376],[5.965624]
1167,23,[25.996641],[2.9966412]
1168,21,[17.45536],[3.5446396]
1169,19,[22.04464],[3.0446396]
1170,23,[15.096693],[7.903307]
1171,18,[21.905884],[3.9058838]
1172,23,[20.192913],[2.807087]
1173,19,[17.740696],[1.259304]
1174,23,[23.765503],[0.7655029]
1175,18,[20.032183],[2.0321827]
1176,23,[19.254583],[3.7454166]
1177,20,[26.311459],[6.3114586]
1178,23,[25.539225],[2.5392246]
1179,21,[22.767065],[1.767065]
1180,21,[21.983627],[0.9836273]
1181,23,[30.34656],[7.3465595]
1182,22,[19.876192],[2.123808]
1183,20,[21.86585],[1.8658504]
1184,23,[18.64732],[4.35268]
1185,22,[18.543915],[3.4560852]
1186,22,[18.540735],[3.4592648]
1187,17,[20.84965],[3.8496494]
1188,23,[10.964709],[12.035291]
1189,21,[23.354555],[2.3545551]
1190,20,[17.447556],[2.5524445]
1191,18,[20.694086],[2.694086]
1192,22,[21.382147],[0.61785316]
1193,21,[25.27158],[4.2715797]
1194,21,[22.340326],[1.3403263]
1195,23,[22.749758],[0.25024223]
1196,23,[21.843262],[1.1567383]
1197,21,[16.666988],[4.3330116]
1198,19,[18.236248],[0.763752]
1199,24,[16.222383],[7.7776165]
1200,23,[20.66753],[2.33247]
1201,24,[28.183092],[4.183092]
1202,24,[22.686213],[1.3137875]
1203,20,[17.0644],[2.9356003]
1204,24,[23.905434],[0.09456635]
1205,21,[23.324242],[2.3242416]
1206,24,[25.581078],[1.5810776]
1207,19,[17.414581],[1.5854187]
1208,24,[27.546743],[3.5467434]
1209,18,[19.845148],[1.8451481]
1210,18,[19.996151],[1.996151]
1211,19,[23.147839],[4.1478386]
1212,18,[16.36201],[1.637991]
1213,19,[21.101332],[2.1013317]
1214,18,[28.610186],[10.610186]
1215,22,[28.615408],[6.615408]
1216,21,[21.31839],[0.3183899]
1217,21,[24.372234],[3.3722343]
1218,25,[19.279367],[5.7206326]
1219,24,[23.619184],[0.3808155]
1220,22,[22.454636],[0.45463562]
1221,17,[25.369682],[8.369682]
1222,17,[22.953316],[5.9533157]
1223,22,[21.832262],[0.16773796]
1224,22,[24.560436],[2.5604362]
1225,19,[20.59649],[1.5964909]
1226,21,[20.972813],[0.02718735]
1227,22,[23.800617],[1.8006172]
1228,21,[23.037066],[2.0370655]
1229,25,[26.359468],[1.3594685]
1230,17,[21.599356],[4.5993557]
1231,22,[23.944664],[1.944664]
1232,22,[22.425873],[0.4258728]
1233,21,[22.526278],[1.5262775]
1234,21,[22.790699],[1.790699]
1235,21,[25.858946],[4.858946]
1236,21,[27.01088],[6.0108795]
1237,20,[23.21109],[3.21109]
1238,24,[26.609325],[2.6093254]
1239,22,[15.441263],[6.558737]
1240,21,[24.148027],[3.1480274]
1241,21,[18.511553],[2.4884472]
1242,24,[25.634514],[1.6345139]
1243,21,[20.884155],[0.11584473]
1244,24,[19.823406],[4.176594]
1245,21,[22.985502],[1.9855022]
1246,20,[24.403885],[4.403885]
1247,21,[21.957504],[0.9575043]
1248,21,[26.987558],[5.9875584]
1249,22,[27.589176],[5.589176]
1250,22,[20.48987],[1.5101299]
1251,23,[21.54079],[1.4592094]
1252,26,[23.797766],[2.2022343]
1253,23,[22.481438],[0.5185623]
1254,20,[25.676199],[5.676199]
1255,23,[22.642912],[0.3570881]
1256,19,[28.82672],[9.826719]
1257,23,[15.17331],[7.8266897]
1258,23,[23.749264],[0.74926376]
1259,25,[16.813349],[8.186651]
1260,22,[21.14062],[0.8593807]
1261,19,[22.601166],[3.6011658]
1262,22,[27.14889],[5.1488895]
1263,23,[19.281572],[3.7184277]
1264,23,[30.542492],[7.542492]
1265,24,[30.858444],[6.858444]
1266,21,[23.188488],[2.188488]
1267,22,[21.420322],[0.5796776]
1268,24,[27.848654],[3.8486538]
1269,21,[21.919992],[0.91999245]
1270,20,[25.72238],[5.7223797]
1271,25,[23.901512],[1.0984879]
1272,22,[23.40214],[1.4021397]
1273,22,[24.466612],[2.4666119]
1274,22,[5.4107566],[16.589243]
1275,21,[18.877943],[2.122057]
1276,24,[21.345346],[2.6546535]
1277,23,[28.652308],[5.6523075]
1278,24,[26.334784],[2.3347836]
1279,20,[25.47488],[5.47488]
1280,19,[20.45571],[1.4557095]
1281,24,[28.961626],[4.961626]
1282,25,[25.619627],[0.619627]
1283,20,[24.097105],[4.097105]
1284,25,[20.226208],[4.7737923]
1285,22,[16.180727],[5.819273]
1286,21,[20.042658],[0.95734215]
1287,24,[23.238909],[0.76109123]
1288,20,[24.149137],[4.1491375]
1289,18,[22.465218],[4.4652176]
1290,22,[20.122551],[1.877449]
1291,18,[25.898167],[7.8981667]
1292,22,[23.788136],[1.7881355]
1293,18,[25.979391],[7.979391]
1294,22,[30.754173],[8.754173]
1295,24,[9.358152],[14.641848]
1296,22,[21.047764],[0.9522362]
1297,25,[30.257957],[5.2579575]
1298,22,[19.254782],[2.7452183]
1299,25,[22.836864],[2.1631355]
1300,24,[26.675901],[2.6759014]
1301,23,[18.132416],[4.867584]
1302,25,[21.061392],[3.9386082]
1303,26,[22.631],[3.3689995]
1304,25,[18.215445],[6.7845554]
1305,25,[21.911116],[3.0888844]
1306,24,[14.606463],[9.393537]
1307,25,[21.14467],[3.8553295]
1308,22,[20.30442],[1.6955795]
1309,22,[21.95005],[0.04994965]
1310,22,[20.290339],[1.7096615]
1311,18,[21.910757],[3.910757]
1312,22,[24.031971],[2.031971]
1313,22,[22.39517],[0.3951702]
1314,22,[22.649296],[0.6492958]
1315,20,[24.10896],[4.108959]
1316,21,[18.115871],[2.8841286]
1317,24,[20.825895],[3.1741047]
1318,25,[23.788929],[1.211071]
1319,23,[22.812384],[0.18761635]
1320,22,[27.675026],[5.675026]
1321,22,[22.903477],[0.9034767]
1322,22,[23.841856],[1.841856]
1323,18,[22.51813],[4.5181293]
1324,23,[20.731033],[2.2689667]
1325,22,[19.621897],[2.3781033]
1326,22,[21.899553],[0.1004467]
1327,24,[22.69483],[1.30517]
1328,21,[23.24138],[2.2413807]
1329,26,[26.34842],[0.3484192]
1330,22,[24.427692],[2.4276924]
1331,22,[25.30444],[3.3044395]
1332,22,[30.866673],[8.8666725]
1333,26,[31.155676],[5.155676]
1334,22,[24.17415],[2.1741505]
1335,21,[28.04414],[7.04414]
1336,23,[28.056736],[5.056736]
1337,23,[29.93988],[6.9398804]
1338,23,[26.11838],[3.1183796]
1339,23,[31.679031],[8.679031]
1340,26,[21.714306],[4.285694]
1341,24,[24.131437],[0.1314373]
1342,20,[20.556488],[0.55648804]
1343,26,[25.644827],[0.3551731]
1344,20,[21.751442],[1.751442]
1345,22,[27.257763],[5.257763]
1346,20,[24.12831],[4.1283092]
1347,20,[19.617441],[0.38255882]
1348,23,[20.923475],[2.0765247]
1349,21,[23.302212],[2.3022118]
1350,22,[19.968903],[2.0310974]
1351,20,[23.239304],[3.2393036]
1352,26,[24.396433],[1.6035671]
1353,21,[23.101797],[2.101797]
1354,26,[32.080784],[6.080784]
1355,23,[19.7333],[3.2667007]
1356,21,[23.327337],[2.3273373]
1357,22,[23.236282],[1.2362823]
1358,23,[25.163748],[2.1637478]
1359,22,[20.141966],[1.8580341]
1360,23,[25.409883],[2.4098835]
1361,21,[26.581173],[5.581173]
1362,19,[24.039665],[5.039665]
1363,22,[6.484479],[15.515521]
1364,23,[25.324375],[2.3243752]
1365,25,[22.404848],[2.595152]
1366,20,[23.733658],[3.7336578]
1367,23,[24.31968],[1.3196793]
1368,23,[19.690485],[3.309515]
1369,22,[23.583004],[1.583004]
1370,26,[22.323997],[3.6760025]
1371,22,[20.115969],[1.8840313]
1372,19,[29.387018],[10.387018]
1373,21,[23.93694],[2.9369392]
1374,23,[25.448698],[2.448698]
1375,25,[21.718193],[3.281807]
1376,21,[22.281374],[1.281374]
1377,22,[25.415281],[3.4152813]
1378,25,[23.826399],[1.1736012]
1379,20,[18.104969],[1.895031]
1380,21,[20.83899],[0.16101074]
1381,23,[21.34567],[1.6543293]
1382,20,[20.57612],[0.5761204]
1383,26,[26.454842],[0.4548416]
1384,19,[26.089216],[7.089216]
1385,23,[26.007439],[3.0074387]
1386,27,[23.531101],[3.4688988]
1387,21,[24.171986],[3.1719856]
1388,21,[25.093935],[4.093935]
1389,24,[18.40606],[5.5939407]
1390,26,[26.741854],[0.7418537]
1391,19,[20.958448],[1.9584484]
1392,23,[22.497227],[0.5027733]
1393,23,[25.036127],[2.036127]
1394,20,[22.460474],[2.460474]
1395,23,[18.768755],[4.231245]
1396,23,[20.696306],[2.3036938]
1397,26,[26.066273],[0.06627274]
1398,24,[33.217438],[9.217438]
1399,23,[22.435966],[0.5640335]
1400,19,[20.339182],[1.3391819]
1401,23,[25.9988],[2.9988003]
1402,19,[21.836927],[2.8369274]
1403,21,[25.94054],[4.9405403]
1404,24,[23.622005],[0.37799454]
1405,20,[19.916204],[0.08379555]
1406,23,[23.897635],[0.8976345]
1407,23,[24.831413],[1.8314133]
1408,25,[27.653587],[2.6535873]
1409,22,[25.016953],[3.0169525]
1410,23,[23.720854],[0.7208538]
1411,24,[18.858057],[5.141943]
1412,24,[26.877026],[2.8770256]
1413,27,[25.511894],[1.4881058]
1414,26,[21.615406],[4.384594]
1415,22,[22.386242],[0.3862419]
1416,23,[31.239397],[8.239397]
1417,26,[29.027382],[3.027382]
1418,23,[18.325115],[4.674885]
1419,23,[22.296711],[0.70328903]
1420,27,[32.173183],[5.1731834]
1421,24,[19.529194],[4.470806]
1422,23,[23.573746],[0.5737457]
1423,23,[25.552202],[2.5522022]
1424,25,[24.481651],[0.5183487]
1425,23,[26.658548],[3.6585484]
1426,23,[30.258999],[7.258999]
1427,23,[23.468616],[0.4686165]
1428,26,[32.82356],[6.823559]
1429,24,[22.24369],[1.7563095]
1430,23,[24.090473],[1.0904732]
1431,22,[22.50167],[0.50167084]
1432,24,[28.957159],[4.957159]
1433,24,[23.946163],[0.05383682]
1434,23,[25.886137],[2.886137]
1435,23,[23.990038],[0.9900379]
1436,23,[25.584717],[2.5847168]
1437,23,[24.75887],[1.7588692]
1438,23,[25.057583],[2.0575829]
1439,22,[24.93257],[2.9325695]
1440,22,[27.272448],[5.2724476]
1441,24,[27.981176],[3.9811764]
1442,23,[25.202707],[2.2027073]
1443,21,[18.112017],[2.8879833]
1444,27,[29.126373],[2.1263733]
1445,26,[29.848906],[3.8489056]
1446,25,[28.22967],[3.2296696]
1447,20,[17.223415],[2.7765846]
1448,26,[29.328907],[3.328907]
1449,24,[23.89827],[0.10173035]
1450,23,[15.9336195],[7.0663805]
1451,20,[24.051798],[4.051798]
1452,24,[24.284172],[0.28417206]
1453,23,[19.879055],[3.120945]
1454,24,[22.146975],[1.8530254]
1455,24,[28.455435],[4.455435]
1456,24,[24.641705],[0.64170456]
1457,21,[24.14161],[3.1416092]
1458,25,[28.384249],[3.3842487]
1459,21,[33.515053],[12.515053]
1460,26,[28.000664],[2.0006638]
1461,21,[21.236258],[0.23625755]
1462,22,[25.50521],[3.5052109]
1463,28,[24.386951],[3.6130486]
1464,24,[23.581446],[0.4185543]
1465,20,[22.708885],[2.7088852]
1466,23,[22.913034],[0.08696556]
1467,20,[27.081345],[7.0813446]
1468,24,[24.179264],[0.17926407]
1469,28,[19.758755],[8.241245]
1470,24,[23.179585],[0.8204155]
1471,22,[25.05333],[3.0533295]
1472,24,[28.582716],[4.582716]
1473,24,[32.38127],[8.381271]
1474,27,[27.474308],[0.474308]
1475,22,[18.023506],[3.9764938]
1476,20,[28.597334],[8.597334]
1477,23,[27.977365],[4.9773655]
1478,21,[21.982096],[0.9820957]
1479,24,[22.469774],[1.5302258]
1480,24,[27.471304],[3.471304]
1481,21,[14.153342],[6.8466578]
1482,23,[23.491074],[0.4910736]
1483,24,[25.507746],[1.5077457]
1484,28,[20.996382],[7.0036182]
1485,24,[21.296848],[2.7031517]
1486,20,[23.19448],[3.194481]
1487,25,[26.254583],[1.2545834]
1488,21,[22.600973],[1.6009731]
1489,23,[19.674446],[3.325554]
1490,20,[22.578947],[2.578947]
1491,27,[17.845474],[9.154526]
1492,24,[20.751478],[3.2485218]
1493,24,[31.409307],[7.4093075]
1494,25,[29.527145],[4.5271454]
1495,28,[21.620846],[6.379154]
1496,20,[19.934292],[0.06570816]
1497,23,[22.219807],[0.7801933]
1498,23,[22.463758],[0.53624153]
1499,24,[22.765533],[1.2344666]
1500,20,[22.671394],[2.6713943]
1501,26,[23.910055],[2.0899448]
1502,21,[17.91877],[3.0812302]
1503,24,[26.182371],[2.1823711]
1504,23,[22.9797],[0.02029991]
1505,24,[29.581556],[5.5815563]
1506,24,[21.936117],[2.0638828]
1507,24,[25.745195],[1.7451954]
1508,25,[39.549534],[14.549534]
1509,27,[21.826452],[5.1735477]
1510,24,[26.969437],[2.9694366]
1511,20,[24.93756],[4.937559]
1512,25,[32.085167],[7.085167]
1513,25,[27.725317],[2.725317]
1514,23,[20.527933],[2.4720669]
1515,24,[26.103123],[2.1031227]
1516,21,[25.430922],[4.4309216]
1517,24,[20.788292],[3.211708]
1518,25,[18.813797],[6.186203]
1519,24,[24.39783],[0.39782906]
1520,24,[25.920034],[1.9200344]
1521,22,[14.558437],[7.4415627]
1522,27,[25.941856],[1.0581436]
1523,26,[24.21473],[1.7852707]
1524,24,[25.773327],[1.7733269]
1525,24,[20.392355],[3.607645]
1526,23,[24.234808],[1.234808]
